"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"800705","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800706","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800707","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800708","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800709","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800710","230","phycruellv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800801","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800802","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800803","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800804","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800805","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800806","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800807","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800808","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800809","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800810","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"800901","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"800902","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"800903","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"800904","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"800905","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"800906","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"800907","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"800908","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"800909","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"800910","290","heallv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
"801001","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500","8","8","8","8","8","8","8","8","8","8","2500","2500","2500","2500","2500"
"801002","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500","16","16","16","16","16","16","16","16","16","16","2500","2500","2500","2500","2500"
"801003","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500","24","24","24","24","24","24","24","24","24","24","2500","2500","2500","2500","2500"
"801004","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500","32","32","32","32","32","32","32","32","32","32","2500","2500","2500","2500","2500"
"801005","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500","40","40","40","40","40","40","40","40","40","40","2500","2500","2500","2500","2500"
"801006","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500","48","48","48","48","48","48","48","48","48","48","2500","2500","2500","2500","2500"
"801007","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500","56","56","56","56","56","56","56","56","56","56","2500","2500","2500","2500","2500"
"801008","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500","64","64","64","64","64","64","64","64","64","64","2500","2500","2500","2500","2500"
"801009","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500","72","72","72","72","72","72","72","72","72","72","2500","2500","2500","2500","2500"
"801010","260","magiccruellv_value","240","resistcruel_value","270","resistmagiccrule_value","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500","80","80","80","80","80","80","80","80","80","80","2500","2500","2500","2500","2500"
