"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"163007","一元复始","一元复始","化生寺门派绝技。在强大的佛法庇佑下，气入丹田六神相通，恢复到绝佳的状态。","88","120","0","120","消耗：$parameter1$愤怒","-1","0","0","","4127","1","","化生寺门派绝技。在强大的佛法庇佑下，气入丹田六神相通，恢复到绝佳的状态。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","8","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","回复1个友方目标大量气血并清除异常状态，无论目标是否倒地均可使用。使用后休息一回合。","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","1","2","3","4","5","6","7"
"163012","销武","销武","铜墙铁壁：增加人物物理防御","2514","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","9","销武","销武","销武","销武","销武","销武","销武","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163013","妙手","妙手","千里神行：增加人物速度","2515","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","10","妙手","妙手","妙手","妙手","妙手","妙手","妙手","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163014","佛显","佛显","坚若磐石：增加人物法术防御","2516","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","11","佛显","佛显","佛显","佛显","佛显","佛显","佛显","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163015","天照","天照","风驰霆击：增加人物物理暴击","2517","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","12","天照","天照","天照","天照","天照","天照","天照","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163016","佛法","佛法","救死扶伤：增加人物治疗强度","2518","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","13","佛法","佛法","佛法","佛法","佛法","佛法","佛法","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163017","慈心","慈心","道高魔重：增加人物法术抗暴","2519","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","14","慈心","慈心","慈心","慈心","慈心","慈心","慈心","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163018","额外能力","额外能力","干将莫邪：增加人物物理伤害","2379","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","15","额外能力","额外能力","额外能力","额外能力","额外能力","额外能力","额外能力","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163019","止戈","止戈","气血方刚：增加人物气血","2520","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","16","止戈","止戈","止戈","止戈","止戈","止戈","止戈","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163020","仁心","仁心","铜墙铁壁：增加人物物理防御","2521","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","17","仁心","仁心","仁心","仁心","仁心","仁心","仁心","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163021","心韧","心韧","道高魔重：增加人物法术抗暴","2522","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","18","心韧","心韧","心韧","心韧","心韧","心韧","心韧","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163022","舍利","舍利","风驱电击：增加人物法术暴击","2523","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","19","舍利","舍利","舍利","舍利","舍利","舍利","舍利","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163023","佛性","佛性","道高魔重：增加人物法术抗暴","2524","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","20","佛性","佛性","佛性","佛性","佛性","佛性","佛性","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163024","虔诚","虔诚","杯弓蛇影：增加人物物理抗暴","2525","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","21","虔诚","虔诚","虔诚","虔诚","虔诚","虔诚","虔诚","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163025","渡劫金身","渡劫金身","换斗移星：增加人物法术伤害","2526","-1","0","0","10点愤怒","-1","0","0","","1","1","","奇经八脉","奇经八脉","22","渡劫金身","渡劫金身","渡劫金身","渡劫金身","渡劫金身","渡劫金身","渡劫金身","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","【冷却】4回合(该技能为法术技能，受封印法术限制)","1","2","3","4","5","6","7"
"163026","圣手","圣手","千里神行：增加人物速度","2527","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","23","圣手","圣手","圣手","圣手","圣手","圣手","圣手","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163027","化瘀","化瘀","气血方刚：增加人物气血","2528","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","24","化瘀","化瘀","化瘀","化瘀","化瘀","化瘀","化瘀","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163028","归气","归气","铜墙铁壁：增加人物物理防御","2529","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","25","归气","归气","归气","归气","归气","归气","归气","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163029","佛佑","佛佑","救死扶伤：增加人物治疗强度","2530","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","26","佛佑","佛佑","佛佑","佛佑","佛佑","佛佑","佛佑","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163030","妙悟","妙悟","杯弓蛇影：增加人物物理抗暴","2531","-1","0","0","50点魔法","-1","0","0","","1","1","","奇经八脉","奇经八脉","27","妙悟","妙悟","妙悟","妙悟","妙悟","妙悟","妙悟","【冷却】2回合","【冷却】2回合","【冷却】2回合","【冷却】2回合","【冷却】2回合","【冷却】2回合","【冷却】2回合","【冷却】2回合","1","2","3","4","5","6","7"
"163031","佛缘","佛缘","气血方刚：增加人物气血","2532","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","28","佛缘","佛缘","佛缘","佛缘","佛缘","佛缘","佛缘","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"163032","杏林妙手","杏林妙手","救死扶伤：增加人物治疗强度，挂金封印：增加人物封印命中","2380","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","29","杏林妙手","杏林妙手","杏林妙手","杏林妙手","杏林妙手","杏林妙手","杏林妙手","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"171006","万剑归一","万剑归一","大唐官府门派绝技，手中只一剑，却化作万道剑气飞向敌人，极少有人能在这样的攻势下幸免","24","120","0","0","消耗：$parameter1$愤怒","-1","0","0","","480","1","","大唐官府门派绝技，手中只一剑，却化作万道剑气飞向敌人，极少有人能在这样的攻势下幸免","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","8","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","1","2","3","4","5","6","7"
"172006","幻音古钟","幻音古钟","方寸山门派绝技。相传三星洞中有古钟一座，其声响彻万里，神仙鬼怪听闻，无不心旌荡漾。","32","120","0","0","消耗：$parameter1$愤怒","-1","0","0","","480","1","","方寸山门派绝技。相传三星洞中有古钟一座，其声响彻万里，神仙鬼怪听闻，无不心旌荡漾。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","8","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","干扰敌方5个目标，随机使其进入失心、定身，离魂状态，持续3回合，首目标必中，其他目标为基础命中率的35%，使用后虚弱休息1回合。","增加技能使用时的效果。","增加技能使用时的效果。","增加技能使用时的效果。","增加技能使用时的效果。","增加技能使用时的效果。","增加技能使用时的效果。","增加技能使用时的效果。","增加技能使用时的效果。","1","2","3","4","5","6","7"
