"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"6140424","40","140","351421","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331174","1","331174","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","","","6140424","6140424","5500","6140424","3600","6140424","900","","","","","6140424","900","6140424","900","6140424","900","6140424","900","6140424","900"
"6140525","72","140","351422","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331174","1","331174","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","","","6140525","6140525","5500","6140525","3600","6140525","900","","","","","6140525","900","6140525","900","6140525","900","6140525","900","6140525","900"
"6140626","88","140","351423","1","341114","1","341114","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331174","1","331174","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","100","","","6140626","6140626","5500","6140626","3600","6140626","900","","","","","6140626","900","6140626","900","6140626","900","6140626","900","6140626","900"
"6150101","1288","150","351500","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150101","6150101","5500","6150101","3600","6150101","900","","","","","6150101","900","6150101","900","6150101","900","6150101","900","6150101","900"
"6150102","3080","150","351501","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150102","6150102","5500","6150102","3600","6150102","900","","","","","6150102","900","6150102","900","6150102","900","6150102","900","6150102","900"
"6150103","4360","150","351502","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150103","6150103","5500","6150103","3600","6150103","900","","","","","6150103","900","6150103","900","6150103","900","6150103","900","6150103","900"
"6150104","4104","150","351503","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150104","6150104","5500","6150104","3600","6150104","900","","","","","6150104","900","6150104","900","6150104","900","6150104","900","6150104","900"
"6150105","4360","150","351504","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150105","6150105","5500","6150105","3600","6150105","900","","","","","6150105","900","6150105","900","6150105","900","6150105","900","6150105","900"
"6150106","2824","150","351505","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150106","6150106","5500","6150106","3600","6150106","900","","","","","6150106","900","6150106","900","6150106","900","6150106","900","6150106","900"
"6150107","1288","150","351506","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150107","6150107","5500","6150107","3600","6150107","900","","","","","6150107","900","6150107","900","6150107","900","6150107","900","6150107","900"
"6150108","1288","150","351507","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150108","6150108","5500","6150108","3600","6150108","900","","","","","6150108","900","6150108","900","6150108","900","6150108","900","6150108","900"
"6150109","1288","150","351508","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150109","6150109","5500","6150109","3600","6150109","900","","","","","6150109","900","6150109","900","6150109","900","6150109","900","6150109","900"
"6150110","1288","150","351509","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150110","6150110","5500","6150110","3600","6150110","900","","","","","6150110","900","6150110","900","6150110","900","6150110","900","6150110","900"
"6150111","1288","150","351510","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150111","6150111","5500","6150111","3600","6150111","900","","","","","6150111","900","6150111","900","6150111","900","6150111","900","6150111","900"
"6150112","1288","150","351511","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150112","6150112","5500","6150112","3600","6150112","900","","","","","6150112","900","6150112","900","6150112","900","6150112","900","6150112","900"
"6150113","1288","150","351512","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150113","6150113","5500","6150113","3600","6150113","900","","","","","6150113","900","6150113","900","6150113","900","6150113","900","6150113","900"
"6150114","1288","150","351513","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150114","6150114","5500","6150114","3600","6150114","900","","","","","6150114","900","6150114","900","6150114","900","6150114","900","6150114","900"
"6150115","1288","150","351514","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150115","6150115","5500","6150115","3600","6150115","900","","","","","6150115","900","6150115","900","6150115","900","6150115","900","6150115","900"
"6150116","1288","150","351515","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150116","6150116","5500","6150116","3600","6150116","900","","","","","6150116","900","6150116","900","6150116","900","6150116","900","6150116","900"
"6150117","1288","150","351516","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331115","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","110","","","6150117","6150117","5500","6150117","3600","6150117","900","","","","","6150117","900","6150117","900","6150117","900","6150117","900","6150117","900"
"6150220","312","150","351517","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331145","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","110","","","6150220","6150220","5500","6150220","3600","6150220","900","","","","","6150220","900","6150220","900","6150220","900","6150220","900","6150220","900"
"6150221","568","150","351518","1","341115","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331145","1","331145","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","110","","","6150221","6150221","5500","6150221","3600","6150221","900","","","","","6150221","900","6150221","900","6150221","900","6150221","900","6150221","900"
