"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"7320013","鹰击4","skilllevela>=50","","","503001","7320012","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320014","鹰击5","skilllevela>=70","","","503001","7320013","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320015","鹰击6","skilllevela>=90","","","503001","7320014","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320016","鹰击虚弱休息","","","","503001","7320010","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7320017","美女野兽","","","","","7320010","4","1","","","","28108,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320020","狮搏","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320021","美女野兽","","","","","7320020","4","1","","","","28108,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320030","魔息术","","","","","0","","1","2","","","","1","5","","1","","0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320031","美女野兽","","","","","7320030","4","1","","","","28108,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320040","象形1","","","","","0","","1","2","","","","0","1","","1","","0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"7320041","象形2","","","","","7320040","4","1","1,3,5","","","","0","5","","1","","0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320042","美女野兽","","","","","7320040","4","1","","","","28108,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320050","连环击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320051","连环击2","","","","503001","7320050","4","2","","","","","7","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320052","连环击3","","","","503001","7320051","4","2","","","","","7","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320053","连环击4","skilllevela>=60","","","503001","7320052","4","2","","","","","7","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320054","连环击5","skilllevela>=70","","","503001","7320053","4","2","","","","","7","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320055","连环击6","skilllevela>=90","","","503001","7320054","4","2","","","","","7","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320056","连环击虚弱休息","","","","503001","7320050","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","500082","","","","","","","","","","","","","","","",""
"7320057","美女野兽","","","","","7320050","4","1","","","","28108,28110","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320060","战斗技巧","","","","","0","","3","","","","","1","1","","1","","0","508105","1","","maxhp_value=5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330000","变身","","","","","0","","3","","","","","1","1","","1","","0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330010","鹰击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330011","鹰击2","","","","503001","7330010","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330012","鹰击3","","","","503001","7330011","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330013","鹰击4","","","","503001","7330012","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330014","鹰击5","skilllevela>=50","","","503001","7330013","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330015","鹰击6","skilllevela>=70","","","503001","7330014","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330016","鹰击7","skilllevela>=90","","","503001","7330015","4","2","","","","","5","1","speed","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330017","鹰击虚弱休息","","","","503001","7330010","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7330018","美女野兽","","","","","7330010","4","1","","","","28108,28109","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330020","狮搏","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330021","美女野兽","","","","","7330020","4","1","","","","28108,28109","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330030","魔息术","","","","","0","","1","2","","","","1","5","","1","","0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330031","美女野兽","","","","","7330030","4","1","","","","28108,28109","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330040","象形1","","","","","0","","1","2","","","","0","1","","1","","0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"7330041","象形2","","","","","7330040","4","1","1,3,5","","","","0","5","","1","","0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330042","美女野兽","","","","","7330040","4","1","","","","28108,28109","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330050","连环击1","","","","503001","0","","2","","","","","1","1","","1","","0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330051","连环击2","","","","503001","7330050","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330052","连环击3","","","","503001","7330051","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330053","连环击4","skilllevela>=60","","","503001","7330052","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330054","连环击5","skilllevela>=70","","","503001","7330053","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330055","连环击6","skilllevela>=90","","","503001","7330054","2,4","2","","","","","3","1","","1","","0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330056","连环击虚弱休息","","","","503001","7330050","4","3","","","","","0","1","","1","","0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","500082","","","","","","","","","","","","","","","",""
"7330057","美女野兽","","","","","7330050","4","1","","","","28108,28109","1","2","","1","","0","508111","1","","phyattack_value=0.3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330060","强击光环(光环)","","","","","0","","1","3","","","","1","14","","1","","0","508113","1","","phyattack_value=1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410010","阎罗令1","","","","","0","","2","","","","","1","1","","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","504011","((sealhita>=unsealb)?(0.98-0.32*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.66*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))*0.5","3","","","","","","","","","","","","","","","","","","","","","",""
"7410011","阎罗令2","","","","","7410010","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410012","阎罗令3","","","","","7410011","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410013","阎罗令4","skilllevela>=60","","","","7410012","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410014","阎罗令5","skilllevela>=70","","","","7410013","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410015","阎罗令6","skilllevela>=90","","","","7410014","4","2","","","","","5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-magicattacka*0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410020","腐尸毒","","","","","0","","2","","","","","1","1","","1","","0","502010","1","3","curhp_value=-magicattacka*0.7","","","","","510102","1","","curhp_value=-min(0.15*curhpb,15*skilllevela)-3*skilllevela","","","","","","","","","","","","","","","","","","","","",""
