"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"539211","不息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392110","0","","","1","","","",""
"539212","上善若水","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5392120","0","","","1","","","",""
"539301","惠泽","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393010","0","","","1","","","",""
"539302","佛怒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393020","0","","","1","","","",""
"539303","闭月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393030","0","","","1","","","",""
"539304","铭形","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393040","0","","","1","","","",""
"539305","空渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393050","0","","","1","","","",""
"539306","铭心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393060","0","","","1","","","",""
"539307","兼修","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393070","0","","","1","","","",""
"539308","清钟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393080","0","","","1","","","",""
"539309","彻悟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393090","0","","","1","","","",""
"539310","共舟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393100","0","","","1","","","",""
"539311","不息","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393110","0","","","1","","","",""
"539312","上善若水","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5393120","0","","","1","","","",""
"539400","尚实","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394000","0","","","1","","","",""
"539401","道远","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394010","0","","","1","","","",""
"539402","乐义","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394020","0","","","1","","","",""
"539403","春秋钟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394030","0","","","1","","","",""
"539404","务本","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394040","0","","","1","","","",""
"539405","弘毅","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394050","0","","","1","","","",""
"539406","恕诚","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394060","0","","","1","","","",""
"539407","慈悲印","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5394070","0","","","1","","","",""
"540001","夜明","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400010","0","","","1","","","",""
"540002","裁云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400020","0","","","1","","","",""
"540003","月铭","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400030","0","","","1","","","",""
"540004","天璇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400040","0","","","1","","","",""
"540005","月魁","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400050","0","","","1","","","",""
"540006","玉衡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400060","0","","","1","","","",""
"540007","望舒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400070","0","","","1","","","",""
"540008","天枢","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400080","0","","","1","","","",""
"540009","星移","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5400090","0","","","1","","","",""
"540010","盈缺","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410100","0","","","1","","","",""
"540011","月盈","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5450100","0","","","1","","","",""
"540012","沧海明月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5450110","0","","","1","","","",""
"540101","夜明","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5450120","0","","","1","","","",""
"540102","凝光","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401020","0","","","1","","","",""
"540103","踏影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401030","0","","","1","","","",""
"540104","天璇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401040","0","","","1","","","",""
"540105","月魁","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401050","0","","","1","","","",""
"540106","玉衡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401060","0","","","1","","","",""
"540107","望舒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401070","0","","","1","","","",""
"540108","天枢","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401080","0","","","1","","","",""
"540109","星移","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401090","0","","","1","","","",""
"540110","盈缺","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401100","0","","","1","","","",""
"540111","月盈","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401110","0","","","1","","","",""
"540112","沧海明月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5401120","0","","","1","","","",""
"540201","夜明","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402010","0","","","1","","","",""
"540202","裁云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402020","0","","","1","","","",""
"540203","月铭","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402030","0","","","1","","","",""
"540204","天璇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402040","0","","","1","","","",""
"540205","月魁","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402050","0","","","1","","","",""
"540206","玉衡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402060","0","","","1","","","",""
"540207","望舒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402070","0","","","1","","","",""
"540208","玄晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402080","0","","","1","","","",""
"540209","皓光","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402090","0","","","1","","","",""
"540210","霜华","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402100","0","","","1","","","",""
"540211","月眉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402110","0","","","1","","","",""
"540212","敛月清辉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5402120","0","","","1","","","",""
"540301","夜明","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403010","0","","","1","","","",""
"540302","凝光","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403020","0","","","1","","","",""
"540303","踏影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403030","0","","","1","","","",""
"540304","天璇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403040","0","","","1","","","",""
"540305","月魁","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403050","0","","","1","","","",""
"540306","玉衡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403060","0","","","1","","","",""
"540307","望舒","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403070","0","","","1","","","",""
"540308","玄晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403080","0","","","1","","","",""
"540309","皓光","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403090","0","","","1","","","",""
"540310","霜华","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403100","0","","","1","","","",""
"540311","月眉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403110","0","","","1","","","",""
"540312","敛月清辉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5403120","0","","","1","","","",""
"540400","逐月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404000","0","","","1","","","",""
"540401","金轮","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404010","0","","","1","","","",""
"540402","夕照","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404020","0","","","1","","","",""
"540403","凌波曲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404030","0","","","1","","","",""
"540404","舞阳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404040","0","","","1","","","",""
"540405","白驹","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404050","0","","","1","","","",""
"540406","玄幽","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404060","0","","","1","","","",""
"540407","广寒霜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404070","0","","","1","","","",""
"540408","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404080","0","","","1","","","",""
"540409","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404090","0","","","1","","","",""
"540410","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404100","0","","","1","","","",""
"540411","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404110","0","","","1","","","",""
"540412","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404120","0","","","1","","","",""
"540413","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404130","0","","","1","","","",""
"540414","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404140","0","","","1","","","",""
"540415","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404150","0","","","1","","","",""
"540416","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404160","0","","","1","","","",""
"540417","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404170","0","","","1","","","",""
"540418","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404180","0","","","1","","","",""
"540419","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404190","0","","","1","","","",""
"540420","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404200","0","","","1","","","",""
"540421","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404210","0","","","1","","","",""
"540422","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404220","0","","","1","","","",""
"540423","物理暴击 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404230","0","","","1","","","",""
"540424","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404240","0","","","1","","","",""
"540425","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404250","0","","","1","","","",""
"540426","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404260","0","","","1","","","",""
"540427","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404270","0","","","1","","","",""
"540428","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404280","0","","","1","","","",""
"540429","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404290","0","","","1","","","",""
"540430","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404300","0","","","1","","","",""
"540431","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404310","0","","","1","","","",""
"540432","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404320","0","","","1","","","",""
"540433","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404330","0","","","1","","","",""
"540434","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404340","0","","","1","","","",""
"540435","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404350","0","","","1","","","",""
"540436","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404360","0","","","1","","","",""
"540437","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404370","0","","","1","","","",""
"540438","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404380","0","","","1","","","",""
"540439","物理伤害 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404390","0","","","1","","","",""
"540440","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404400","0","","","1","","","",""
"540441","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404410","0","","","1","","","",""
"540442","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404420","0","","","1","","","",""
"540443","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404430","0","","","1","","","",""
"540444","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404440","0","","","1","","","",""
"540445","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404450","0","","","1","","","",""
"540446","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404460","0","","","1","","","",""
"540447","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404470","0","","","1","","","",""
"540448","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404480","0","","","1","","","",""
"540449","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5404490","0","","","1","","","",""
