编号,类型,显示名,道具名颜色,颜色品质,造型编号,单位,等级,需求等级,排序ID,可否摧毁,可否摆摊上架,点卡服可否摆摊上架,道具生效时间,道具过期时间,使用后持续时间（s）,默认有效时间,可否卖店,是否绑定,是否拾取绑定,是否下线消失,战斗内使用对象,战斗内使用者对象,战斗外使用对象,使用后是否消耗,最大堆叠数量,最大拥有数量,删除后服务器保留天数,珍品找回消耗,描述,功能说明,售卖商店类型,售卖NPCID,道具使用方法,道具类名,道具类名1,使用按钮功能类型,使用按钮功能参数1,使用按钮功能参数2,使用按钮功能参数3,加锁时能否消耗,需求锻造等级,需求裁缝等级,需求炼金等级,临时类型,获取途径1,获取途径2,获取途径3,获取途径4,获取途径5,获取途径6,获取途径7,获取途径8,获取途径9,是否珍品,是否稀有,摆摊冻结时间,寻路特殊处理,特殊用途1,特殊用途2,特殊用途3,特殊用途4,特殊用途5
351107,422,打造图纸-鞋子,fffff2df,1,1043,张,110,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351108,422,打造图纸-项链,fffff2df,1,1044,张,110,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351109,422,打造图纸-男头,fffff2df,1,1040,张,110,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351110,422,打造图纸-女头,fffff2df,1,1041,张,110,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351111,422,打造图纸-男衣,fffff2df,1,1038,张,110,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351112,422,打造图纸-女衣,fffff2df,1,1039,张,110,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351200,422,打造图纸-剑,fffff2df,1,1009,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351201,422,打造图纸-锤,fffff2df,1,1031,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351202,422,打造图纸-弓,fffff2df,1,1033,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351203,422,打造图纸-斧,fffff2df,1,1143,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351204,422,打造图纸-法杖,fffff2df,1,1036,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351205,422,打造图纸-法杖,fffff2df,1,1036,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351206,422,打造图纸-腰带,fffff2df,1,1042,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351207,422,打造图纸-鞋子,fffff2df,1,1043,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351208,422,打造图纸-项链,fffff2df,1,1044,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351209,422,打造图纸-男头,fffff2df,1,1040,张,120,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351210,422,打造图纸-女头,fffff2df,1,1041,张,120,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351211,422,打造图纸-男衣,fffff2df,1,1038,张,120,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351212,422,打造图纸-女衣,fffff2df,1,1039,张,120,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351300,422,打造图纸-剑,fffff2df,1,1009,张,130,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351301,422,打造图纸-锤,fffff2df,1,1031,张,130,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351302,422,打造图纸-弓,fffff2df,1,1033,张,130,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351303,422,打造图纸-斧,fffff2df,1,1143,张,130,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351304,422,打造图纸-法杖,fffff2df,1,1036,张,130,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351305,422,打造图纸-法杖,fffff2df,1,1036,张,130,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351306,422,打造图纸-腰带,fffff2df,1,1042,张,130,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351307,422,打造图纸-鞋子,fffff2df,1,1044,张,130,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351308,422,打造图纸-项链,fffff2df,1,1043,张,130,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351309,422,打造图纸-男头,fffff2df,1,1040,张,130,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351310,422,打造图纸-女头,fffff2df,1,1041,张,130,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351311,422,打造图纸-男衣,fffff2df,1,1038,张,130,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351312,422,打造图纸-女衣,fffff2df,1,1039,张,130,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351400,422,打造图纸-剑,fffff2df,1,1009,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351401,422,打造图纸-锤,fffff2df,1,1031,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351402,422,打造图纸-弓,fffff2df,1,1033,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351403,422,打造图纸-斧,fffff2df,1,1143,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351404,422,打造图纸-法杖,fffff2df,1,1036,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351405,422,打造图纸-法杖,fffff2df,1,1036,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351406,422,打造图纸-腰带,fffff2df,1,1042,张,140,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351407,422,打造图纸-鞋子,fffff2df,1,1044,张,140,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351408,422,打造图纸-项链,fffff2df,1,1043,张,140,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351409,422,打造图纸-男头,fffff2df,1,1040,张,140,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351410,422,打造图纸-女头,fffff2df,1,1041,张,140,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351411,422,打造图纸-男衣,fffff2df,1,1038,张,140,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351412,422,打造图纸-女衣,fffff2df,1,1039,张,140,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351500,422,打造图纸-剑,fffff2df,1,1009,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351501,422,打造图纸-锤,fffff2df,1,1031,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351502,422,打造图纸-弓,fffff2df,1,1033,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351503,422,打造图纸-斧,fffff2df,1,1143,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351504,422,打造图纸-法杖,fffff2df,1,1036,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351505,422,打造图纸-法杖,fffff2df,1,1036,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351506,422,打造图纸-腰带,fffff2df,1,1042,张,150,1,7050,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351507,422,打造图纸-鞋子,fffff2df,1,1044,张,150,1,7055,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351508,422,打造图纸-项链,fffff2df,1,1043,张,150,1,7056,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351509,422,打造图纸-男头,fffff2df,1,1040,张,150,1,7053,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351510,422,打造图纸-女头,fffff2df,1,1041,张,150,1,7054,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351511,422,打造图纸-男衣,fffff2df,1,1038,张,150,1,7051,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
351512,422,打造图纸-女衣,fffff2df,1,1039,张,150,1,7052,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,1,30,,,,,,
88888,166,测试新人礼包,fffff2df,1,1455,个,0,1,5500,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,欢迎来到我叫MT3世界，这是送你的新手大礼包。,,,0,使用方法：使用后获得新手奖励,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
360000,262,光环碎片,FF06cc11,2,1099,个,0,1,7001,true,0,0,0,0,0,0,0,false,false,false,0,0,1,2,5,0,0,0,破碎的光环卷轴碎片，集齐5个可以合成完整的光环卷轴,合成光环卷轴,,0,使用方法:双击激活元素,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
360001,278,命令光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1127,false,false,false,0,0,1,1,99,0,0,0,记录着命令光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360002,278,专注光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1128,false,false,false,0,0,1,1,99,0,0,0,记录着专注光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360003,278,风怒光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1129,false,false,false,0,0,1,1,99,0,0,0,记录着风怒光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360004,278,惩戒光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1130,false,false,false,0,0,1,1,99,0,0,0,记录着惩戒光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360005,278,自然光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1131,false,false,false,0,0,1,1,99,0,0,0,记录着自然光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360006,278,潮汐光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1132,false,false,false,0,0,1,1,99,0,0,0,记录着潮汐光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360007,278,拯救光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1133,false,false,false,0,0,1,1,99,0,0,0,记录着拯救光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360008,278,迅捷光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1134,false,false,false,0,0,1,1,99,0,0,0,记录着迅捷光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360009,278,邪恶光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1135,false,false,false,0,0,1,1,99,0,0,0,记录着邪恶光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
360010,278,信念光环卷轴,FF00b1ff,3,1156,张,0,1,7000,true,0,0,0,0,0,0,1136,false,false,false,0,0,1,1,99,0,0,0,记录着信念光环的神秘卷轴,提升光环等级,2,161506,使用方法:双击激活元素,,,0,,,,0,,,,,1,,,,,,,,,,,,,,,,,
334000,166,升级礼包,fffff2df,1,1233,个,0,1,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,欢迎进入我叫MT3，只要升级，好礼源源不断！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334001,166,10级礼包,fffff2df,1,1233,个,0,10,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到10级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334002,166,20级礼包,fffff2df,1,1233,个,0,20,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到20级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334003,166,30级礼包,fffff2df,1,1233,个,0,30,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到30级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334004,166,40级礼包,fffff2df,1,1233,个,0,40,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到40级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334005,166,50级礼包,fffff2df,1,1233,个,0,50,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到50级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334006,166,60级礼包,fffff2df,1,1233,个,0,60,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到60级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334007,166,70级礼包,fffff2df,1,1233,个,0,70,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到70级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334008,166,80级礼包,fffff2df,1,1233,个,0,80,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到80级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334009,166,90级礼包,fffff2df,1,1233,个,0,90,1996,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,努力升到90级，打开获得奖励！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334100,566,纪元之书,FF00b1ff,3,1077,本,0,1,7070,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,上古遗留至今的宝贵书典，据说记录着苍生万物的循环法则。阅读后可以增加主角专精点数。,增加人物专精经验,,,,,,3,20,,,,,,,,6,,,,,,,,,,,,,,,,,
334101,550,永曦露水,FF00b1ff,3,1078,份,0,1,7071,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,伤悯泪，化作永曦晨露。月神艾露恩在白鹿弥留之际流下的悲恸泪水，极其稀有。可以提升宠物专精点数。,增加宠物专精经验,,,,,,3,47,,,,,,,,6,,,,,,,,,,,,,,,,,
