"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"599029","物理抵抗 +13","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=13","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599030","物理抵抗 +14","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=14","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599031","物理抵抗 +15","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=15","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599032","物理抵抗 +16","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=16","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599033","物理抵抗 +17","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","physicdikang_value=17","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599034","法术穿透 +1","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599035","法术穿透 +2","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=2","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599036","法术穿透 +3","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=3","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599037","法术穿透 +4","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599038","法术穿透 +5","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=5","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599039","法术穿透 +6","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=6","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599040","法术穿透 +7","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=7","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599041","法术穿透 +8","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=8","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599042","法术穿透 +9","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=9","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599043","法术穿透 +10","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=10","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599044","法术穿透 +11","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=11","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599045","法术穿透 +12","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599046","法术穿透 +13","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=13","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599047","法术穿透 +14","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=14","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599048","法术穿透 +15","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=15","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599049","法术穿透 +16","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=16","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599050","法术穿透 +17","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicchuantou_value=17","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599051","法术抵抗 +1","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599052","法术抵抗 +2","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=2","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599053","法术抵抗 +3","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=3","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599054","法术抵抗 +4","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599055","法术抵抗 +5","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=5","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599056","法术抵抗 +6","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=6","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599057","法术抵抗 +7","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=7","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599058","法术抵抗 +8","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=8","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599059","法术抵抗 +9","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=9","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599060","法术抵抗 +10","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=10","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599061","法术抵抗 +11","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=11","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599062","法术抵抗 +12","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=12","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599063","法术抵抗 +13","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=13","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599064","法术抵抗 +14","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=14","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599065","法术抵抗 +15","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=15","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599066","法术抵抗 +16","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=16","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599067","法术抵抗 +17","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","magicdikang_value=17","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599068","封印加成 +1","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599069","封印加成 +2","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=2","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599070","封印加成 +3","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=3","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599071","封印加成 +4","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599072","封印加成 +5","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=5","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599073","封印加成 +6","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=6","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599074","封印加成 +7","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=7","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599075","封印加成 +8","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhijiacheng_value=8","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599076","封印免疫 +1","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhimianyi_value=1","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599077","封印免疫 +2","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhimianyi_value=2","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599078","封印免疫 +3","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhimianyi_value=3","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
"599079","封印免疫 +4","坐骑精炼10","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","0","false","0","其他","310","","1","","true","kongzhimianyi_value=4","","","-1","0","","","1","<T t=""佩戴者受到物理攻击时，降低10%伤害。""></T>","金甲仙衣★","832","","","0","",""
