编号,售卖图标ID,名称,名称颜色,宠物品质,售卖商店类型,售卖NPCID,参战等级,携带等级,初始等级,推荐体质,推荐智力,推荐力量,推荐耐力,推荐敏捷,初始属性分配类型,初始属性点,初始寿命,area1colour,area2colour,染色方案选择,体资最小值,体资最大值,法资最小值,法资最大值,攻资最小值,攻资最大值,防资最小值,防资最大值,速资最小值,速资最大值,体资固定值,法资固定值,攻资固定值,防资固定值,速资固定值,成长率1,成长率2,成长率3,成长率4,成长率5,成长率6,成长率7,固定成长率,治疗强度成长,控制命中成长,控制抗性成长,类型,对应野生ID,对应宝宝ID,对应变异ID,是否稀有,造型id,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8,技能9,技能10,技能11,技能12,技能13,技能14,技能15,技能16,技能17,技能18,技能19,技能20,技能21,技能22,技能23,技能24,出现几率1,出现几率2,出现几率3,出现几率4,出现几率5,出现几率6,出现几率7,出现几率8,出现几率9,出现几率10,出现几率11,出现几率12,出现几率13,出现几率14,出现几率15,出现几率16,出现几率17,出现几率18,出现几率19,出现几率20,出现几率21,出现几率22,出现几率23,出现几率24,图鉴是否显示,可出现场景地图ID,出现场景描述,点卡服图鉴是否显示,点卡服可出现场景地图ID,点卡服出现场景描述,洗宠消耗材料ID,洗宠消耗材料数量,洗练后ID,是否绑定,技能认证花费银币,取消认证花费银币,辅助AI,珍品评分,珍品需要技能数,宠物回收价格,多少次变成满技能,摆摊冻结时间,技能1是否绑定,技能2是否绑定,技能3是否绑定,技能4是否绑定,技能5是否绑定,技能6是否绑定,技能7是否绑定,技能8是否绑定,技能9是否绑定,技能10是否绑定,技能11是否绑定,技能12是否绑定,技能13是否绑定,技能14是否绑定,技能15是否绑定,技能16是否绑定,技能17是否绑定,技能18是否绑定,技能19是否绑定,技能20是否绑定,技能21是否绑定,技能22是否绑定,技能23是否绑定,技能24是否绑定,珍品找回消耗,幻化消耗物品id,幻化消耗物品数量,幻化面板显示,每日可洗宠次数,是否珍兽,专属内丹ID
900528,32000,雷灵兽☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2650,3100,1875,2250,1725,2100,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300002,206041,206047,206049,206052,206021,206023,206030,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900528@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280055
900529,32000,水灵兽☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8600,11000,4000,4600,2200,2650,2225,2600,1775,2150,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300003,206052,206051,206060,206062,206016,206009,206004,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900529@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280056
900530,32000,土灵兽☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2700,3150,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300004,206038,206040,206049,206063,206030,206033,206016,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900530@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280057
900531,32000,吉里吉里☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4600,5200,2100,2550,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300008,207008,206044,206045,206051,206033,206032,206023,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900531@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280058
900532,32000,咕噜咕噜☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2700,3150,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300009,206039,206041,206042,206065,206022,206023,206013,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900532@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280059
900533,32000,齐天小圣☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2650,3100,1925,2300,1725,2100,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300010,206038,206041,206042,206060,206026,206023,206020,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900533@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900534,32000,恶魔泡泡☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6400,8000,3700,4300,2500,2950,1725,2100,1525,1900,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300011,207237,206038,206042,206002,206014,206013,206023,,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900534@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900535,32000,星悟空☆☆,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7700,9200,4000,4600,2600,3050,1975,2350,1775,2150,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300021,206038,206040,206042,206059,206023,206018,206017,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900535@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280070
900536,32000,暗神☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7100,8600,4000,4600,2750,3200,1825,2200,1625,2000,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300022,206039,206049,206056,206058,206028,206023,206015,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900536@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280071
900537,32000,紫玲珑☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7300,8800,4600,5200,2100,2550,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300023,207005,206045,206046,206067,206035,206010,206011,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900537@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280072
900538,32000,灵灯童子☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7200,8700,4000,4600,2700,3150,1825,2200,1625,2000,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300024,206040,206041,206042,206070,206011,206014,206018,206022,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900538@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280073
900539,32000,驭龙☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7400,8900,4000,4600,2650,3100,1875,2250,1725,2100,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300025,206039,206041,206049,206050,206028,206016,206017,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900539@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280074
900540,32000,觉醒雪☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,1,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8000,9500,4000,4600,2200,2650,2175,2550,1975,2350,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300026,206059,206051,206050,206057,206025,206015,206016,206008,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900540@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280075
900541,32000,司雷☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2700,3150,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300027,206038,206040,206041,206052,206017,206018,206019,206026,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900541@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280076
900542,32000,紫镰魅灵☆☆,FF00FF00,5,3,161506,1,1,0,4,0,0,1,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8200,9700,4000,4600,2200,2650,2225,2700,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300028,206044,206050,206052,206059,206069,206027,206035,206032,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900542@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280077
900543,32000,琴仙☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7100,8600,4800,5400,2150,2600,1875,2250,1725,2100,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300013,207015,206046,206045,206060,206006,206016,206017,206025,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900543@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280062
900544,32000,月影灵仙☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2700,3150,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300017,206039,206042,206040,206059,206011,206027,206034,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900544@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280066
900545,32000,冰之守护☆☆,FF00FF00,5,3,161506,1,1,0,1,4,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7900,9400,4600,5200,2100,2550,1925,2300,1725,2100,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300012,207006,206047,206044,206059,206020,206019,206026,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900545@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280061
900546,32000,终末之瞳☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7100,8600,4000,4600,2800,3250,1825,2200,1425,1800,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1030099,206039,206040,206041,206065,206014,206015,206016,206030,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900546@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280085
900547,32000,归墟之主☆☆,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4000,4600,2700,3150,1725,2100,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1030100,206040,206041,206042,206069,206011,206012,206013,206025,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900547@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280086
900548,32000,青鸾仕女☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7200,8700,4750,5350,2200,2650,1925,2300,1725,2100,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300020,207007,206044,206045,206051,206028,206033,206034,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900548@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280069
900549,32000,影舞苍灵☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8100,9600,4000,4600,2200,2650,2425,2800,2125,2500,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300015,206051,206052,206053,206057,206026,206023,206030,206031,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900549@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280064
900550,32000,画中仙☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,0,2,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7800,9300,4150,4750,2200,2650,2475,2850,2025,2400,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300016,207008,206045,206046,206047,206027,206030,206032,206033,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900550@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280065
900551,32000,蝶衣☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7100,8600,4750,5350,2100,2550,1825,2200,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300019,207007,206043,206047,206056,206011,206013,206032,206033,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900551@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280068
900552,32000,冰澜妖姬☆☆,FF00FF00,5,3,161506,1,1,0,0,4,0,0,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7000,8500,4700,5300,2100,2550,1975,2350,2075,2450,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300014,207015,206043,206044,206045,206018,206021,206022,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900552@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280063
,,以下3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900553,32000,火灵兽☆☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,6100,7000,2875,3500,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300001,207005,206043,206045,206050,206010,206011,206014,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900553@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280054
900554,32000,雷灵兽☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3625,4300,2300,2850,1880,2400,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300002,206041,206047,206049,206052,206021,206023,206030,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900554@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280055
900555,32000,水灵兽☆☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",12350,14600,5200,6100,2875,3550,2850,3400,1930,2450,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300003,206052,206051,206060,206062,206016,206009,206004,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900555@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280056
900556,32000,土灵兽☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3675,4350,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300004,206038,206040,206049,206063,206030,206033,206016,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900556@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280057
900557,32000,吉里吉里☆☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,6100,7000,2875,3550,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300008,207008,206044,206045,206051,206033,206032,206023,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900557@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280058
900558,32000,咕噜咕噜☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3675,4350,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300009,206039,206041,206042,206065,206022,206023,206013,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900558@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280059
900559,32000,齐天小圣☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3625,4300,2350,2900,1880,2400,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300010,206038,206041,206042,206060,206026,206023,206020,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900559@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900560,32000,恶魔泡泡☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8250,10600,4900,5800,3475,4150,2150,2700,1680,2200,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300011,207237,206038,206042,206002,206014,206013,206023,,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900560@100,,1000000,1000000,,5400,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900561,32000,星悟空☆☆☆,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9550,11800,5200,6100,3575,4250,2400,2950,1930,2450,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300021,206038,206040,206042,206059,206023,206018,206017,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900561@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280070
900562,32000,暗神☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8950,11200,5200,6100,3725,4400,2250,2800,1780,2300,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300022,206039,206049,206056,206058,206028,206023,206015,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900562@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280071
900563,32000,紫玲珑☆☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9150,11400,6100,7000,2875,3550,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300023,207005,206045,206046,206067,206035,206010,206011,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900563@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280072
900564,32000,灵灯童子☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9050,11300,5200,6100,3675,4350,2250,2800,1780,2300,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300024,206040,206041,206042,206070,206011,206014,206018,206022,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900564@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280073
900565,32000,驭龙☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9250,11500,5200,6100,3625,4300,2300,2850,1880,2400,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300025,206039,206041,206049,206050,206028,206016,206017,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900565@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280074
900566,32000,觉醒雪☆☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,1,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",10850,13100,5500,6400,2875,3550,2800,3350,2430,2950,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300026,206059,206051,206050,206057,206025,206015,206016,206008,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900566@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280075
